Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Cluster,PCA1,PCA2
Heat Waves,Heat Waves,Glass Animals,6/29/2020,GBUM72000433,71,175.0,2996181078.0,486278.0,112416489.0,82.0,1272898075.0,"14,947,520","1,416,295","513,334,446",5518429969.0,"4,899,313,022",459.0,"1,414,326","1,434",170.0,"11,862,378",95.0,122247640.0,"160,431",3224599.0,17848778.0,,0.0,1,7.934843702236367,-0.4233096325241403
In the End,Papercuts,Linkin Park,4/12/2024,USWB11201322,72,174.8,2045512421.0,97.0,488602.0,,148269610.0,,,,265917250.0,,,,,,,2.0,12735768.5,,3224599.0,854584.0,,0.0,0,0.4115700057760778,-0.5782361329467455
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap,1/11/2023,UYB282301031,73,174.3,946941510.0,100130.0,74836321.0,74.0,776436101.0,"12,951,756","4,210,895","797,017,650",11936401096.0,"457,987,382",110.0,"165,670",180,106.0,"4,971,379",92.0,48806666.0,"10,225",3224599.0,2237762.0,,0.0,1,1.5860033515142185,-0.7659659166827362
The Way We Move - Extended Mix,The Way We Move,PowerDress,3/10/2023,UKACT2330463,74,173.6,7909.0,38.0,15023.0,4.0,1999374091.0,"5,708,577",,,265917250.0,,,59,,,,,12735768.5,,3224599.0,1412.0,,0.0,0,-0.750917936824779,-1.5511834862942486
Old Town Road,Old Town Road,Lil Nas X,3/14/2019,USSM11901941,75,170.3,1010494713.0,127393.0,18652312.0,67.0,3203314695.0,"41,487,213","5,757,883","187,301,054",1981431049.0,"939,714,925",63.0,"49,780","2,195",64.0,"397,418",100.0,181784010.0,"2,022,074",106880548.0,8856633.0,,0.0,1,3.575320793856934,1.057910721915651
un x100to,un x100to,Grupo Frontera,4/17/2023,QM6N22311285,76,170.2,1008495696.0,99381.0,57394938.0,75.0,878892413.0,"4,425,283","796,603","127,651,887",1669065906.0,"1,522,934,425",101.0,"73,481",225,42.0,"5,734,172",81.0,55857743.0,"15,528",3224599.0,2283747.0,,0.0,1,1.410810090403655,-0.7608644722913362
Laxed ï¿½ï¿½ï¿½ Sire,Laxed (Siren Beat),Jawsh 685,4/24/2020,NZAM02001128,77,168.9,239850720.0,10230.0,1142937.0,,12489728.0,"339,414","42,900,000","919,945,708",12221514692.0,,,,,,,,5678792.0,,3224599.0,854584.0,,0.0,0,-1.1912261897149707,-0.612371776583375
Sprinter,Sprinter - Single,Dave,6/1/2023,GBUM72305159,78,168.1,692512930.0,199828.0,55464762.0,78.0,219666692.0,"2,332,307","731,797","130,560,533",1254944697.0,"918,145,630",155.0,"42,082",36,41.0,"1,790,031",76.0,411656.0,"3,414",12405917.0,3093667.0,,1.0,1,1.495623644242182,1.6078051574523182
CHIHIRO,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401988,79,167.8,169410711.0,11028.0,144854768.0,90.0,19402457.0,"997,411",284,,265917250.0,"260,377,114",185.0,"1,008",,53.0,"20,737,850",59.0,521322.0,698,1680434.0,388625.0,,0.0,0,0.5446190493995442,-0.41379270606821894
TQG,TQG,KAROL G,2/23/2023,USUM72222541,80,167.8,1024381758.0,78554.0,69319589.0,78.0,1102289596.0,"8,953,293","457,111","15,048,444",248168852.0,"1,174,053,183",138.0,"149,584",38,84.0,"8,850,320",131.0,68022934.0,"16,511",164895.0,3488226.0,,1.0,1,1.6243087930268743,0.49497896749648945
Perfect,ýý (Deluxe),Ed Sheeran,3/3/2017,GBAHS1700024,81,167.5,2969999682.0,280165.0,116921604.0,81.0,6473698897.0,"39,632,673","6,642,975","601,244,764",7647479866.0,"1,708,317,539",208.0,"263,386",129,343.0,"1,242,581",102.0,617483078.0,"595,052",3224599.0,854584.0,,0.0,1,9.07327874094028,-3.4089279490678623
Pepas,Pepas,Farruko,6/24/2021,USSD12100307,82,167.3,1500499584.0,359502.0,125112486.0,74.0,1431591689.0,"11,553,088","2,866,181","290,811,371",4067248819.0,"782,475,986",258.0,"240,677",438,137.0,"4,015,523",102.0,120046948.0,"89,582",6227.0,17210946.0,,1.0,1,5.8490919383460165,0.6438332486079673
Peekaboo,Glide - Single,Dave Angel,1/27/2023,GBLTF2300027,83,167.2,8082.0,63.0,32758.0,,2055940513.0,"4,150,967",,,265917250.0,,1.0,13,,,,,12735768.5,,3224599.0,442.0,,0.0,0,-0.7263950307616359,-1.5801036473363963
Ella Baila Sola,Ella Baila Sola,Eslabon Armado,3/16/2023,USE7D2300007,84,166.5,1215336974.0,129463.0,39814172.0,74.0,701880622.0,"3,831,236","5,416","550,073",15373104.0,"546,259,059",83.0,"40,153",227,24.0,"4,946,338",61.0,84378219.0,"53,890",17115523.0,3435177.0,,0.0,1,1.7372848292166156,-0.21460882889128283
Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album),Dua Lipa,5/25/2023,USAT22305457,85,166.2,860026452.0,74769.0,139913794.0,80.0,173044031.0,"1,640,319","175,536","90,924,917",1227837850.0,"1,205,266,954",7.0,"759,185","1,100",82.0,"4,067,956",,64567514.0,"22,064",1843883.0,3199636.0,,0.0,1,1.9626706930216697,-0.4384815634657185
La Bebe - Remix,La Bebe (Remix),Yng Lvcas,3/17/2023,MXF152300159,86,164.9,1032225805.0,94887.0,74469479.0,79.0,920878032.0,"3,118,229","1,031,612","116,003,972",2416141351.0,"1,690,231,413",83.0,"57,941",177,42.0,"3,360,878",48.0,55410702.0,"27,415",230579.0,2635577.0,,1.0,1,1.6667935387332633,0.6402679232884904
redrum,american dream,21 Savage,1/12/2024,USSM12309164,87,164.8,428233003.0,57311.0,144298748.0,,105148629.0,"1,762,297","87,200","6,732,800",43993800.0,"977,638,660",74.0,"102,457",56,48.0,"4,037,475",60.0,16802867.0,"11,821",3224599.0,2490071.0,,1.0,1,1.3279793274364762,1.1648234096685077
Easy On Me,Easy On Me,Adele,10/14/2021,USSM12105970,88,163.2,1720918065.0,209635.0,93875458.0,73.0,1194846205.0,"13,561,925","1,912,194","733,101,955",7860224413.0,"6,353,555,150",325.0,"774,277","1,316",257.0,"5,323,750",100.0,203324731.0,"126,594",3224599.0,7569155.0,,0.0,1,4.181287175103438,-0.8653465416273838
Titï¿½ï¿½ Me Pregu,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214878,89,163.1,1514239759.0,190692.0,77283361.0,77.0,1366181141.0,"9,358,441","1,769,068","475,656,543",5249863696.0,"488,048,337",150.0,"145,640",920,44.0,"5,591,928",108.0,69095169.0,"81,914",3224599.0,5133847.0,,1.0,1,3.2251204601326977,0.6445380174619862
All My Life (feat. J. Cole),All My Life (feat. J. Cole),Lil Durk,5/12/2023,USQX92302957,90,162.0,333202114.0,108322.0,41018697.0,68.0,203487345.0,"2,084,532","928,132","63,253,779",748253884.0,"735,908,540",148.0,"346,411",146,30.0,"1,277,729",60.0,90114807.0,"46,789",16620102.0,4207535.0,,1.0,0,0.654612773548286,1.4568246289598563
Anti-Hero,Midnights,Taylor Swift,10/21/2022,USUG12205736,91,161.8,1563224246.0,117005.0,97456780.0,80.0,203259285.0,"3,482,508","1,302,967","376,660,493",3864505972.0,"724,976,542",261.0,"1,034,319","1,088",74.0,"4,457,357",150.0,92338994.0,"45,974",3224599.0,4703179.0,,0.0,1,2.5399819501905307,-0.41326122616621286
"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,7/6/2022,UYB282201028,92,161.7,1692951462.0,209490.0,88591675.0,78.0,1132539234.0,"8,795,731","1,212,100","196,608,777",2054826154.0,"56,677,146",99.0,"138,254",37,58.0,"5,211,955",65.0,18052815.0,"5,213",4099686.0,6836893.0,,0.0,1,3.507848506990632,-0.6628233395050948
Magnetic,SUPER REAL ME,ILLIT,3/25/2024,USA2P2413259,93,161.0,255076355.0,11500.0,90584540.0,86.0,202206901.0,"2,596,912",,"57,656,713",506476590.0,"273,521,596",67.0,"4,716",137,9.0,"423,666",44.0,220481.0,"1,207",556784.0,659825.0,,0.0,0,-0.009472742253117694,-0.6015008379472889
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,7/28/2023,USSD12300307,94,158.2,275349653.0,37806.0,22826643.0,70.0,347506860.0,"1,553,295","4,349,700","321,239,621",4767676439.0,"2,676,837,761",19.0,"23,875",96,37.0,"3,780,737",29.0,5101044.0,"5,276",3224599.0,1245874.0,,1.0,0,-0.538429071483887,0.8699664966770619
La Diabla,La Diabla - Single,Xavi,12/2/2023,USA2P2357356,95,155.9,649404552.0,27544.0,47789063.0,83.0,433839212.0,"2,750,086",,"414,833",10603563.0,"1,795,939,912",29.0,"16,287",462,34.0,"16,509,806",26.0,22603598.0,"29,401",3224599.0,1380069.0,,0.0,0,0.11350260823731453,-0.6600404487582321
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2/3/2023,GBAYE2300015,96,153.6,851085705.0,129047.0,50996176.0,70.0,211810152.0,"2,461,166","3,502,547","955,272,568",8781020473.0,"806,434,641",162.0,"223,173","6,243",65.0,"8,655,684",130.0,10207007.0,"36,847",13896129.0,2580691.0,,1.0,0,1.1396630144471371,1.4477885086078857
Snooze,SOS,SZA,12/9/2022,USRC12204591,97,153.3,1013350808.0,108036.0,86470319.0,84.0,390677417.0,"2,521,214","402,338","97,819,766",887803828.0,"560,893,301",154.0,"559,589",513,60.0,"2,707,900",61.0,74611167.0,"85,113",17702595.0,3129609.0,,1.0,1,1.875067254071458,1.4838786548803526
BELLAKEO,BELLAKEO,Peso Pluma,12/7/2023,QMFMF2388143,98,153.1,359803580.0,26065.0,79152427.0,86.0,369321334.0,"1,839,225","720,800","74,164,945",874056250.0,"4,123,457,278",40.0,"16,952",69,63.0,"18,139,662",51.0,20058510.0,"7,289",3224599.0,1002835.0,,1.0,0,0.22009378328594448,0.9193569850505143
Agora Hills,Scarlet,Doja Cat,9/22/2023,USRC12301954,99,152.8,509653100.0,66219.0,67521533.0,,48045203.0,"986,278","328,562","88,846,508",544437406.0,"1,561,456,615",80.0,"400,206",14,78.0,"9,341,155",39.0,23110274.0,"19,559",3224599.0,4295361.0,,1.0,0,0.5422706026786821,1.090897855939685
Prada,Prada,cassï¿,8/11/2023,GBCEN2300147,100,152.5,609699748.0,128498.0,160755092.0,83.0,47611547.0,"418,343","283,600","96,934,486",1090501901.0,"113,545,664",129.0,"123,242","1,570",167.0,"15,480,679",100.0,1210830.0,"1,073",25956265.0,854584.0,,1.0,1,2.2265847729261443,2.1110734081760665
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,5/2/2024,GXD7G2413058,101,152.3,5157486.0,470.0,2924720.0,,1278618.0,"27,849","1,100,000","261,000",3900000.0,,3.0,,,2.0,"39,366",,12735768.5,,3224599.0,47658.0,,0.0,0,-1.5569697254349157,-0.5213128003265239
Lil Boo Thang,Lil Boo Thang,Paul Russell,8/18/2023,USAR12300323,102,152.1,242070373.0,37170.0,74130983.0,76.0,22907992.0,"261,664","2,553,106","312,997,953",3832221658.0,"15,593,731",106.0,"370,635","5,999",69.0,"1,792,014",79.0,84425715.0,"30,713",670026.0,2219984.0,,0.0,0,0.1894510248362268,-0.5670487571393227
MONACO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364182,103,150.7,478150858.0,73306.0,51842133.0,78.0,113379734.0,"1,312,763","1,700,998","182,319,546",2111289492.0,"90,954,700",78.0,"35,330",39,56.0,"15,784,760",53.0,17823388.0,"12,664",4374049.0,2255465.0,,1.0,0,0.26696538766221317,1.1292138261770768
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,4/24/2020,USSM12002399,104,150.5,61382407.0,7240.0,1708319.0,43.0,9977490.0,"201,210","37,726,462","9,239,474",147837262.0,,15.0,"10,152",,5.0,"59,317",1.0,12735768.5,,3224599.0,3819161.0,,0.0,0,-1.2507144700510169,-0.5979826896309256
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,6/15/2023,GBBKS2300080,105,150.4,460156070.0,163449.0,127827271.0,77.0,8183226.0,"98,257","530,103","65,920,648",1032799567.0,"56,004,473",,"195,140",,102.0,"3,034,022",111.0,1132923.0,"1,312",9451176.0,9279625.0,,0.0,1,2.2197767521239813,-0.04941350172214495
Training Season,Training Season,Dua Lipa,2/15/2024,GBAHT2301078,106,148.9,251153869.0,16811.0,92985554.0,76.0,66691067.0,"961,957","102,884","34,572,688",431390500.0,"2,120,552,147",162.0,"180,711",57,127.0,"33,540,073",116.0,10305245.0,"3,796",776717.0,2047771.0,,0.0,0,0.10565919713075654,-0.5469554780987417
Type Shit,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402033,107,148.1,205206688.0,28064.0,84737651.0,84.0,39453253.0,"672,789",,,265917250.0,"232,440,923",99.0,"3,432",45,41.0,"2,943,724",47.0,5897303.0,"4,527",7571301.0,900933.0,,1.0,0,0.01066900541371502,1.2433268072252395
Armageddon,Armageddon - The 1st Album,aespa,5/27/2024,KRA302400093,108,147.4,32942304.0,1262.0,26204483.0,74.0,57861795.0,"1,257,935",,,265917250.0,"29,510,774",37.0,290,6,5.0,"530,831",33.0,21869.0,48,139164.0,29736.0,,0.0,0,-1.247211922911792,-0.6156087277083752
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,12/6/2019,USAT21906978,109,146.6,1911559785.0,317345.0,87765033.0,78.0,441257231.0,"4,829,633","4,930,490","561,201,008",4574447121.0,"2,077,511",255.0,"296,948",181,138.0,"555,650",28.0,295741432.0,"633,414",168458097.0,11988760.0,,1.0,1,6.443335576466204,6.260931351217878
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,7/23/2021,USSM12104539,110,145.3,2014959725.0,354831.0,87942438.0,70.0,1003346208.0,"16,856,186","1,750,366","915,814,897",9558947943.0,"3,191,316,960",360.0,"245,228",925,109.0,"3,242,122",74.0,75167268.0,"96,430",3224599.0,12693846.0,,1.0,1,5.293597812173019,1.0076897897562094
Pedro,Pedro - Single,Jaxomy,3/29/2024,DEE862400427,111,144.6,168145583.0,27654.0,159737263.0,85.0,35008949.0,"717,214",,,265917250.0,"39,149,568",107.0,"4,448",,158.0,"16,345,999",54.0,39577.0,482,3634381.0,2408838.0,,0.0,0,0.9942821585439193,-0.3555738345391777
Fast Car,Gettin' Old,Luke Combs,3/24/2023,US6XF2200436,112,144.5,518988585.0,73116.0,58391498.0,80.0,107703759.0,"768,813","354,036","74,258,021",924204888.0,"103,658,014",117.0,"673,629",59,67.0,"8,306,302",104.0,184924061.0,"88,890",728039.0,3108167.0,,0.0,0,0.8175341054592217,-0.5841171116266008
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,1/7/2024,JPU902305042,113,144.0,247399972.0,22222.0,13870528.0,80.0,389540239.0,"4,392,933",,"22,950,364",296522040.0,"1,041,035,733",53.0,807,,18.0,"357,941",17.0,537267.0,"1,928",3224599.0,1069500.0,,0.0,0,-0.8404485207946008,-0.6759830124310309
Aesthetic,Aesthetic,Tollan Kim,3/4/2022,SGB502208576,114,144.0,5712985.0,2311.0,535908.0,44.0,3120073.0,"56,276","20,114,495","2,452,502,310",33870791454.0,,4.0,22,,4.0,"1,397",1.0,21564.0,81,3224599.0,249823.0,,0.0,0,-1.3996328742396016,-0.7824985427182091
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,10/18/2018,USUM71814888,116,143.9,3358704125.0,392082.0,123917182.0,79.0,2763188773.0,"19,410,390","2,714,134","178,829,434",1597453878.0,"484,189,798",351.0,"273,683",,86.0,"809,352",99.0,546367356.0,"906,813",3224599.0,1569935.0,,0.0,1,8.539550767096133,-1.1772880227169344
Hands,Hands,Dianï¿½,8/1/2022,GBKPL2205333,115,143.9,126914.0,8.0,212.0,1.0,2435813922.0,"7,208,467",33,188,6415.0,"26,630,093",,658,,,,,12735768.5,,3224599.0,295.0,,0.0,0,-0.5663381664056458,-1.7730397523214063
Saturn,Saturn - Single,SZA,2/24/2024,USRC12400216,117,142.8,343090427.0,21104.0,154253718.0,87.0,38173339.0,"349,660",,,265917250.0,"196,380,893",120.0,"158,378",360,103.0,"10,995,523",87.0,11441987.0,"7,496",166254.0,745798.0,,0.0,0,0.9463453604042531,-0.4481145074470918
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,6/4/2024,BXT622400190,118,142.4,239850720.0,32312.5,13259481.0,,39323383.0,"44,223",,,265917250.0,,,,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-0.916328618084794,-0.4753080893093264
Believer,Believer,Imagine Dragons,1/31/2017,USUM71700626,119,142.2,3006226762.0,335880.0,89243475.0,81.0,4495059988.0,"42,240,881","5,745,117","453,132,709",5876458723.0,"276,194,776",226.0,"253,782",388,118.0,"1,138,425",71.0,614578695.0,"844,301",2943611.0,21306706.0,,0.0,1,9.445777958941157,-2.757348359229686
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,4/27/2022,USSM12203789,120,141.0,787155930.0,183850.0,58397185.0,77.0,357772653.0,"2,590,835","931,660","95,662,104",836550889.0,"3,934,416,606",150.0,"463,665","1,308",32.0,"399,388",69.0,182315884.0,"53,326",48937045.0,3534164.0,,1.0,1,2.340651516076255,2.540873293439779
I KNOW ?,UTOPIA,Travis Scott,7/28/2023,USSM12305012,121,139.5,532605345.0,128534.0,31725858.0,81.0,97958347.0,"1,237,197","322,900","108,595,670",947194801.0,"259,363,238",46.0,"107,637",57,33.0,"1,423,258",40.0,6334599.0,"8,712",12785993.0,1861958.0,,1.0,0,0.4299041940547731,1.524129859105392
ANDO,ANDO,Jere Klein,9/27/2023,QMDA72363047,122,139.0,292789738.0,28591.0,30905957.0,72.0,406307035.0,"809,942","1,900,606","68,341,852",872862858.0,"1,969,191,415",11.0,"1,754",,15.0,"8,391,160",1.0,764473.0,"5,168",3224599.0,1195337.0,,1.0,0,-0.4901425812767867,0.8612356450492632
First Class,First Class,Jack Harlow,4/8/2022,USAT22203024,123,138.6,818858244.0,223609.0,49586777.0,71.0,231229581.0,"2,756,840","1,610,614","624,748,318",6890780336.0,"3,849,170,813",148.0,"666,615","4,406",37.0,"759,989",77.0,117451442.0,"40,907",24111168.0,4244972.0,,1.0,1,2.195273512254728,1.8872021969725479
FE!N,UTOPIA,Travis Scott,7/28/2023,USSM12305010,124,137.8,659010786.0,129923.0,93969186.0,86.0,125203447.0,"1,990,342","22,100","13,787,343",107398826.0,"244,390,161",87.0,"37,314",361,46.0,"2,137,898",38.0,3029375.0,"6,510",14942955.0,1839283.0,,1.0,1,1.398930486367435,1.6531669622304743
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,3/3/2023,USUG12301493,125,137.7,3913988.0,545.0,1054122.0,40.0,1577017938.0,"9,304,666",,,265917250.0,"2,651,764,724",,25,,,,,5260.0,,3224599.0,854584.0,,1.0,0,-0.8751051510722366,0.17544969337500316
Losing Interest - Original Mix,Losing Interest (Original),Goovex,6/10/2024,CA5KR2465999,126,136.4,126247886.0,5.0,5973.0,1.0,148269610.0,,,,265917250.0,,,,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-1.3756117289247671,-0.6186114918586483
I Ain't Worried,"I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,5/13/2022,USUM72206227,127,136.2,1607421145.0,212406.0,160444270.0,83.0,409785349.0,"3,326,477","247,865","155,593,087",1825552705.0,"2,563,240,162",267.0,"523,907","3,418",111.0,"4,754,372",75.0,152770142.0,"49,622",3224599.0,9091826.0,,0.0,1,4.568792002182652,-0.35625925942810005
MI EX TENï¿½ï¿½A RA,MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305253,128,136.2,438796949.0,23959.0,34805394.0,78.0,509727241.0,"2,202,866","1,223,804","46,080,266",782582119.0,"1,337,889,706",56.0,"60,758",959,29.0,"3,457,921",38.0,38214505.0,"9,932",62622.0,865444.0,,0.0,0,-0.2559795504040019,-0.8235126952153093
Drained of Color,Drained of Color,Exhumed,8/30/2022,US2642250302,129,134.0,158627.0,635.0,18765.0,16.0,2156140830.0,,9,422,4484.0,"1,318,392",,29,,,,,1132.0,,3224599.0,208.0,,0.0,0,-0.7142086672265662,-1.6221275209622816
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,7/24/2020,USQX92003025,130,133.0,1867736006.0,302486.0,82611625.0,76.0,747126783.0,"10,795,292","2,467,227","160,756,733",1768836179.0,"2,069,527,154",329.0,"931,316","1,897",273.0,"3,821,598",85.0,240562062.0,"131,540",40756476.0,10228436.0,,1.0,1,5.137112530977042,2.211288243041319
Dynamite,Dynamite,BTS,8/21/2020,QM7282022872,131,132.3,1872577908.0,144619.0,51186002.0,74.0,2638957320.0,"62,311,179","3,098,499","662,794,945",5063720138.0,"2,199,001,119",323.0,"351,169",198,355.0,"1,888,088",98.0,12735768.5,,3224599.0,7896781.0,,0.0,1,3.428807846406016,-1.6854922312822913
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,12/10/2023,GXBAV2381801,132,130.7,8327.0,3.0,8.0,,148269610.0,,"4,200,000","3,646,489",73318253.0,,,,,,,,12735768.5,,3224599.0,522.0,,0.0,0,-1.543462332786275,-0.6002389296767496
Someone You Loved,Breach,Lewis Capaldi,11/8/2018,DEUM71807062,133,129.7,3427498835.0,338763.0,160553919.0,82.0,2153701892.0,"20,891,433","1,940,473","212,007,614",2161032034.0,"2,333,853,734",408.0,"600,211",381,502.0,"4,834,088",110.0,427212257.0,"357,540",3224599.0,29266297.0,,0.0,1,9.76285547846894,-1.5253412588938624
Acrï¿½ï¿½s,Acrï¿½ï¿½stico - Si,Shakira,5/11/2023,USQX92302824,134,129.6,230849195.0,23091.0,12233221.0,64.0,363082908.0,"5,135,848","4,897,595","104,580,759",1551501289.0,"150,614,267",49.0,"24,103",214,25.0,"319,914",33.0,23525446.0,"4,705",3224599.0,623446.0,,0.0,0,-0.841940311339428,-0.6729348944679595
Made You Look,Takin' It Back,Meghan Trainor,10/21/2022,USSM12204574,135,129.5,720720922.0,74295.0,89509926.0,77.0,221078988.0,"2,557,839","4,687,520","1,252,326,407",15247253457.0,"718,932,832",108.0,"412,680","5,869",43.0,"1,491,347",59.0,81828913.0,"36,462",3224599.0,3086624.0,,0.0,1,1.3092303901263596,-0.5893683736849882
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,6/22/2023,QZMEQ2306756,136,129.4,1378494.0,351.0,43395.0,34.0,1022331.0,"22,739","7,702,832","90,289,248",1272592848.0,,,,,,,,12735768.5,,3224599.0,50550.0,,0.0,0,-1.5922629197575153,-0.5343318753258991
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,5/29/2024,INS182401602,137,129.1,2827545.0,62.0,1433870.0,,54330074.0,"801,621",,,265917250.0,,,,,,,10.0,12735768.5,,3224599.0,5620.0,,0.0,0,-1.5600676439861043,-0.5520466959844091
vampire,vampire,Olivia Rodrigo,6/30/2023,USUG12304091,138,128.9,998964097.0,90793.0,87801398.0,18.0,113450524.0,"2,108,657","394,640","152,624,014",1448207880.0,"1,111,017,294",173.0,"161,513",93,61.0,"5,239,925",128.0,28318435.0,"67,590",4296515.0,4872257.0,,1.0,1,1.5247815669746914,1.1527717977290126
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionï¿½ï¿,3/1/2024,BCAEW2400001,139,128.5,37157630.0,2052.0,30387641.0,74.0,63418833.0,"427,441","1,600,000","853,176",8850449.0,"149,589,609",11.0,190,,32.0,"8,460,458",11.0,12735768.5,,3224599.0,42895.0,,0.0,0,-1.1242537207498855,-0.5215317820737466
Back,Back,LOLA,8/3/2022,UKQNV2100272,140,128.0,48428.0,92.0,15747.0,3.0,2123978358.0,"5,670,850",111,"102,828",735317.0,,,46,,,,,12735768.5,,3224599.0,854584.0,,0.0,0,-0.6492906371170561,-1.6323903861191953
People,People - Single,Libianca,12/5/2022,QZTB52268087,141,127.8,631955547.0,121823.0,45030006.0,74.0,305998382.0,"2,647,341","3,168,854","243,797,561",3233505931.0,"704,906,130",145.0,"122,781",202,74.0,"1,217,657",54.0,9017480.0,"11,289",8026553.0,6121126.0,,1.0,0,0.9730380966104445,1.15463481584688
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,1/5/2024,ATR981312465,142,127.4,239850720.0,1.0,47.0,,148269610.0,,"3,528,100","37,591,836",688302023.0,,,,,,,,12735768.5,,3224599.0,854584.0,,1.0,0,-1.2491270604089237,0.9016178150619044
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,3/17/2024,TCAIA2495220,143,127.3,94635338.0,10537.0,11716074.0,,944314.0,"17,943","1,300,000","182,937,084",1542242100.0,,13.0,,2,,,8.0,684557.0,"1,079",3224599.0,1597467.0,,1.0,0,-1.2008560744197077,0.9914225793336975
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,4/5/2024,UKWLG2400013,144,126.9,114574238.0,10564.0,180987712.0,84.0,9134225.0,"124,326","299,000","4,419,373",79796400.0,"3,117,914",87.0,"86,814",159,128.0,"35,099,280",133.0,4503872.0,442,422718.0,854584.0,,0.0,0,0.994179809613532,-0.4245339877542292
Abc,Abc,J Ross,2/14/2023,CLLU22300585,145,126.6,31867.0,5.0,5100.0,1.0,1538564650.0,"2,066,653",,,265917250.0,,,174,,,,,12735768.5,,3224599.0,1178.0,,0.0,0,-0.9481634425536023,-1.3148899302578916
La Bachata,La Bachata,Manuel Turizo,5/26/2022,QZDYA1800087,146,126.2,1721045197.0,156941.0,97122096.0,81.0,798827877.0,"3,379,928","1,614,275","209,367,923",2596777974.0,"420,585,933",142.0,"152,522","1,161",97.0,"8,709,032",133.0,47203290.0,"19,769",3224599.0,4817885.0,,0.0,1,3.0955834530834316,-0.5983729848240114
ýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýý,FLI:P,4/7/2023,FRX282306294,147,125.4,8028757.0,1972.0,488653.0,44.0,48533758.0,"399,664","8,800,000","256,186,613",3985974550.0,"6,879,573",1.0,373,,,,,12735768.5,,3224599.0,220198.0,,0.0,0,-1.52305733417456,-0.5794902466846591
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,3/19/2021,USUM72102636,148,125.2,1612286123.0,282719.0,97390961.0,74.0,1019256266.0,"10,280,320","1,404,274","502,778,982",4702037810.0,"2,889,452,237",348.0,"569,287",789,342.0,"2,587,713",90.0,92111798.0,"90,598",3224599.0,7848760.0,,1.0,1,4.287517327777837,0.9806044871080222
Don't Start Now,Don't Start Now,Dua Lipa,10/31/2019,GBAHT1901121,149,124.6,2607121959.0,270230.0,143953432.0,78.0,1201600884.0,"10,239,198","4,725,570","414,013,363",3535661993.0,"2,374,637,534",581.0,"999,941",954,632.0,"4,254,903",118.0,313923242.0,"99,949",3224599.0,13421701.0,,0.0,1,6.694149182001954,-0.8181761163376644
